id,name,title,category,organization,last_updated,tags,portal,location,source_url,harvested_at,notes
tds7-a3cj,Drug Possessions 1/1/2010 - 1/23/2018,Drug Possessions 1/1/2010 - 1/23/2018,,Los Angeles Police Department,2025-06-03T16:13:20.000Z,,data.lacity.org,,https://data.lacity.org/d/tds7-a3cj,2026-04-03T21:58:56.012283+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4a4x-mna2,MyLA311 Service Request Data 2023,MyLA311 Service Request Data 2023,,City of Los Angeles - Information Technology Agency,2026-04-03T20:01:14.000Z,,data.lacity.org,,https://data.lacity.org/d/4a4x-mna2,2026-04-03T21:58:56.892445+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
sg5j-gp4v,Business Closures 20130701 - Present,Business Closures 20130701 - Present,,Office of Finance,2026-03-16T16:21:23.000Z,,data.lacity.org,,https://data.lacity.org/d/sg5j-gp4v,2026-04-03T21:58:57.805487+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
3tb6-mnyx,Pedestrian Collisions on 78th St. and Hoover,Pedestrian Collisions on 78th St. and Hoover,,Los Angeles Police Department,2025-03-11T16:30:17.000Z,,data.lacity.org,,https://data.lacity.org/d/3tb6-mnyx,2026-04-03T21:58:59.672037+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4j6z-4vch,311900 Businesses in LA,311900 Businesses in LA,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/4j6z-4vch,2026-04-03T21:59:00.558455+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
k65a-bn7q,All Businesses Since January 2014,All Businesses Since January 2014,,Office of Finance,2026-03-16T16:21:23.000Z,,data.lacity.org,,https://data.lacity.org/d/k65a-bn7q,2026-04-03T21:59:01.388440+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rjdk-rz7f,DOT- Traffic Signal Trouble Call Responses Within One Hour,DOT- Traffic Signal Trouble Call Responses Within One Hour,,,2020-11-30T17:19:46.000Z,,data.lacity.org,,https://data.lacity.org/d/rjdk-rz7f,2026-04-03T21:59:02.228048+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
gviz-ddk4,Nail Salons Los Angeles,Nail Salons Los Angeles,,Office of Finance,2026-03-16T16:21:23.000Z,,data.lacity.org,,https://data.lacity.org/d/gviz-ddk4,2026-04-03T21:59:03.330783+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
b7dx-7gc3,MyLA311 Service Request Data 2024,MyLA311 Service Request Data 2024,,City of Los Angeles - Information Technology Agency,2026-04-03T20:01:14.000Z,,data.lacity.org,,https://data.lacity.org/d/b7dx-7gc3,2026-04-03T21:59:04.306208+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
63we-p3wv,LACERS Key Facts and Figures from Year End Financial Reports,LACERS Key Facts and Figures from Year End Financial Reports,,LACERS,2025-01-09T23:14:57.000Z,,data.lacity.org,,https://data.lacity.org/d/63we-p3wv,2026-04-03T21:59:05.476566+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
q2hc-nu4g,BusinessesinDistrict1,BusinessesinDistrict1,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/q2hc-nu4g,2026-04-03T21:59:06.486387+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
2w4b-a48u,LADBS Inspections-By Permit Status,LADBS Inspections-By Permit Status,,LADBS,2026-03-30T12:59:37.000Z,,data.lacity.org,,https://data.lacity.org/d/2w4b-a48u,2026-04-03T21:59:07.739536+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
x4fz-zcf7,Drug Possession Arrest Data By Race,Drug Possession Arrest Data By Race,,Los Angeles Police Department,2025-06-03T16:13:20.000Z,,data.lacity.org,,https://data.lacity.org/d/x4fz-zcf7,2026-04-03T21:59:08.574952+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
tx7r-x3hp,Los Angeles International Airport - Air Cargo Volume,Los Angeles International Airport - Air Cargo Volume,,Los Angeles World Airports,2023-11-30T12:54:26.000Z,,data.lacity.org,,https://data.lacity.org/d/tx7r-x3hp,2026-04-03T21:59:09.511847+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
3fsb-e93b,A Cool Dataset - Active Businesses in City of Los Angeles on Hazeltine,A Cool Dataset - Active Businesses in City of Los Angeles on Hazeltine,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/3fsb-e93b,2026-04-03T21:59:10.383071+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
cibt-wiru,LAPD Calls for Service 2021,LAPD Calls for Service 2021,,Los Angeles Police Department,2022-01-25T17:07:54.000Z,,data.lacity.org,,https://data.lacity.org/d/cibt-wiru,2026-04-03T21:59:11.196787+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
6rzp-tf9x,LA Storage Facilities,LA Storage Facilities,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/6rzp-tf9x,2026-04-03T21:59:12.068161+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
9i5w-vk8b,Pedestrian Collisions at 84th and Hoover,Pedestrian Collisions at 84th and Hoover,,Los Angeles Police Department,2025-03-11T16:30:17.000Z,,data.lacity.org,,https://data.lacity.org/d/9i5w-vk8b,2026-04-03T21:59:12.883349+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xyms-embq,LAshops,LAshops,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/xyms-embq,2026-04-03T21:59:13.857553+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
6vzb-7tww,mmj,mmj,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/6vzb-7tww,2026-04-03T21:59:14.606570+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
j6u4-c4yh,Los Angeles International Airport - Terminal Concession Locations,Los Angeles International Airport - Terminal Concession Locations,,Los Angeles World Airports,2024-05-01T07:01:26.000Z,,data.lacity.org,,https://data.lacity.org/d/j6u4-c4yh,2026-04-03T21:59:15.506002+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
sbu4-9rq4,businesses by time,businesses by time,,Office of Finance,2026-03-16T16:21:23.000Z,,data.lacity.org,,https://data.lacity.org/d/sbu4-9rq4,2026-04-03T21:59:16.514270+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4sh4-8pka,"LAPD Pacific burglaries reported where ""Suspect is homeless/transient""","LAPD Pacific burglaries reported where ""Suspect is homeless/transient""",,Los Angeles Police Department,2026-03-04T17:17:20.000Z,,data.lacity.org,,https://data.lacity.org/d/4sh4-8pka,2026-04-03T21:59:17.260991+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
k52g-etnu,Business Closures FY2014 - Present,Business Closures FY2014 - Present,,Office of Finance,2026-03-16T16:21:23.000Z,,data.lacity.org,,https://data.lacity.org/d/k52g-etnu,2026-04-03T21:59:18.524232+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ucyn-ru6w,Census Data by Council District,Census Data by Council District,,US Census,2020-11-30T17:02:48.000Z,,data.lacity.org,,https://data.lacity.org/d/ucyn-ru6w,2026-04-03T21:59:19.477337+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
69nc-hfq9,LADBS Permits 2018,LADBS Permits 2018,,LADBS,2025-01-29T02:44:49.000Z,,data.lacity.org,,https://data.lacity.org/d/69nc-hfq9,2026-04-03T21:59:20.504939+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
87by-pr7h,CD4-91403zip,CD4-91403zip,,LADBS,2025-01-14T19:25:13.000Z,,data.lacity.org,,https://data.lacity.org/d/87by-pr7h,2026-04-03T21:59:21.527722+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
6tkk-tfyj,Traffic Collision Data 01Jan2015-31May2017 VistaDelMar-Imperial-Culver,Traffic Collision Data 01Jan2015-31May2017 VistaDelMar-Imperial-Culver,,Los Angeles Police Department,2025-03-11T16:30:17.000Z,,data.lacity.org,,https://data.lacity.org/d/6tkk-tfyj,2026-04-03T21:59:22.463764+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
h73f-gn57,MyLA311 Service Request Data 2025,MyLA311 Service Request Data 2025,,City of Los Angeles - Information Technology Agency,2026-04-03T20:01:14.000Z,,data.lacity.org,,https://data.lacity.org/d/h73f-gn57,2026-04-03T21:59:23.210896+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
vjgb-8ift,Crimes Reported-Victim Homeless 2020-Present,Crimes Reported-Victim Homeless 2020-Present,,Los Angeles Police Department,2026-03-04T17:17:20.000Z,,data.lacity.org,,https://data.lacity.org/d/vjgb-8ift,2026-04-03T21:59:24.173817+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4jt3-efvk,Parks,Parks,,Department of Recreation and Parks,2025-02-12T16:16:05.000Z,,data.lacity.org,,https://data.lacity.org/d/4jt3-efvk,2026-04-03T21:59:25.234765+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
khck-ifxu,"Electrical Permits Nov 1, 2014-Nov 1, 2015","Electrical Permits Nov 1, 2014-Nov 1, 2015",,LADBS,2025-01-29T02:54:07.000Z,,data.lacity.org,,https://data.lacity.org/d/khck-ifxu,2026-04-03T21:59:26.076413+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
kq8m-bipf,LA Fitness,LA Fitness,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/kq8m-bipf,2026-04-03T21:59:27.081384+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
t8kf-2y96,"LASAN:  S.A.F.E. (Solvents, Automotive, Flammables, E-Waste) Centers","LASAN:  S.A.F.E. (Solvents, Automotive, Flammables, E-Waste) Centers",,LA Sanitation,2020-11-30T17:12:59.000Z,,data.lacity.org,,https://data.lacity.org/d/t8kf-2y96,2026-04-03T21:59:27.946720+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
7fnr-292v,Street Vending Citations LAMC 42.00,Street Vending Citations LAMC 42.00,,Los Angeles Police Department,2025-06-03T16:13:20.000Z,,data.lacity.org,,https://data.lacity.org/d/7fnr-292v,2026-04-03T21:59:28.861200+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
kkrh-b4e3,2017 Community-Wide Greenhouse Gas Emissions,2017 Community-Wide Greenhouse Gas Emissions,,,2020-11-30T17:13:00.000Z,,data.lacity.org,,https://data.lacity.org/d/kkrh-b4e3,2026-04-03T21:59:29.595928+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
pzfk-ug3i,Central PPD,Central PPD,,LADOT,2024-12-02T20:35:16.000Z,,data.lacity.org,,https://data.lacity.org/d/pzfk-ug3i,2026-04-03T21:59:30.335596+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
fkp8-e2db,Port of Los Angeles - Berth Lines,Port of Los Angeles - Berth Lines,,Port of Los Angeles,2024-04-24T19:00:42.000Z,,data.lacity.org,,https://data.lacity.org/d/fkp8-e2db,2026-04-03T21:59:32.514645+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rtyu-y6u8,Chatworth BID Filter,Chatworth BID Filter,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/rtyu-y6u8,2026-04-03T21:59:33.377498+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bxnv-x5ws,ACoolDATASET - City of Los Angeles BioTech Cluster,ACoolDATASET - City of Los Angeles BioTech Cluster,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/bxnv-x5ws,2026-04-03T21:59:34.296661+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
gwh9-jnip,Building and Safety - Building Permits Submitted from 2020 to Present (N),Building and Safety - Building Permits Submitted from 2020 to Present (N),,TSB,2026-03-30T14:34:50.000Z,,data.lacity.org,,https://data.lacity.org/d/gwh9-jnip,2026-04-03T21:59:35.128245+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
pdbw-x3k8,Green Infrastructure Water Capture Capacity,Green Infrastructure Water Capture Capacity,,LASAN,2020-11-30T17:22:16.000Z,,data.lacity.org,,https://data.lacity.org/d/pdbw-x3k8,2026-04-03T21:59:36.018451+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
3c34-q7xt,A Cool Dataset - Active Businesses in City of Los Angeles on Fallbrook,A Cool Dataset - Active Businesses in City of Los Angeles on Fallbrook,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/3c34-q7xt,2026-04-03T21:59:37.455601+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
jzps-ja3q,Parking Citations by Agency by Month,Parking Citations by Agency by Month,,,2025-01-14T19:48:52.000Z,,data.lacity.org,,https://data.lacity.org/d/jzps-ja3q,2026-04-03T21:59:38.467749+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rken-a55j,Building and Safety - Code Enforcement Case - Closed (N),Building and Safety - Code Enforcement Case - Closed (N),,TSB,2026-03-30T13:19:18.000Z,,data.lacity.org,,https://data.lacity.org/d/rken-a55j,2026-04-03T21:59:39.179418+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
dwfn-ynjv,A Cool Dataset - Active Businesses in City of Los Angeles on Lankershim,A Cool Dataset - Active Businesses in City of Los Angeles on Lankershim,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/dwfn-ynjv,2026-04-03T21:59:40.219489+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
3jzh-djpa,ActiveBiz(D6),ActiveBiz(D6),,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/3jzh-djpa,2026-04-03T21:59:41.040921+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
gyva-g35a,ACoolDATASET - Active Businesses On LADWPMi Route,ACoolDATASET - Active Businesses On LADWPMi Route,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/gyva-g35a,2026-04-03T21:59:41.824148+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
s3w9-tw7a,A Cool Dataset - Active Businesses in City of Los Angeles on Balboa,A Cool Dataset - Active Businesses in City of Los Angeles on Balboa,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/s3w9-tw7a,2026-04-03T21:59:42.739064+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bsvt-chkv,Building and Safety Customer Service Request,Building and Safety Customer Service Request,,LADBS,2023-03-28T12:13:56.000Z,,data.lacity.org,,https://data.lacity.org/d/bsvt-chkv,2026-04-03T21:59:43.692748+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
m4ev-cuzz,Library Monthly Stats,Library Monthly Stats,,,2020-11-30T17:12:42.000Z,,data.lacity.org,,https://data.lacity.org/d/m4ev-cuzz,2026-04-03T21:59:44.488548+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
uq7m-rynj,LAPD Calls for Service 2023,LAPD Calls for Service 2023,,Los Angeles Police Department,2024-01-30T15:12:10.000Z,,data.lacity.org,,https://data.lacity.org/d/uq7m-rynj,2026-04-03T21:59:45.485659+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
krsd-zgg7,A Cool Dataset - Active Businesses in City of Los Angeles on Woodman,A Cool Dataset - Active Businesses in City of Los Angeles on Woodman,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/krsd-zgg7,2026-04-03T21:59:47.219417+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
y3gg-54j8,new buildings,new buildings,,LADBS,2026-03-30T13:01:22.000Z,,data.lacity.org,,https://data.lacity.org/d/y3gg-54j8,2026-04-03T21:59:48.657256+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
7ibn-f2tz,A Cool Dataset - Active Businesses in City of Los Angeles on Van Nuys,A Cool Dataset - Active Businesses in City of Los Angeles on Van Nuys,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/7ibn-f2tz,2026-04-03T21:59:50.058656+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4eiw-65x9,cd1 & cd14 building safety permits,cd1 & cd14 building safety permits,,LADBS,2025-01-29T02:44:07.000Z,,data.lacity.org,,https://data.lacity.org/d/4eiw-65x9,2026-04-03T21:59:51.054529+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xcbv-47ci,HighlandParkNC,HighlandParkNC,,City of Los Angeles - Information Technology Agency,2026-04-03T12:01:17.000Z,,data.lacity.org,,https://data.lacity.org/d/xcbv-47ci,2026-04-03T21:59:51.925160+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
6vf9-krsn,A Cool Dataset - Active Businesses in City of Los Angeles on Sepulveda,A Cool Dataset - Active Businesses in City of Los Angeles on Sepulveda,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/6vf9-krsn,2026-04-03T21:59:52.698947+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ffqq-gucj,Listing of Active Businesses City of Los Angeles Council District 01,Listing of Active Businesses City of Los Angeles Council District 01,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/ffqq-gucj,2026-04-03T21:59:53.527230+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
kg2r-aurp,Eastside Businesses,Eastside Businesses,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/kg2r-aurp,2026-04-03T21:59:54.360110+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
gxnw-gjfz,A Cool Dataset - Active Businesses in City of Los Angeles on Topanga,A Cool Dataset - Active Businesses in City of Los Angeles on Topanga,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/gxnw-gjfz,2026-04-03T21:59:55.209281+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
7jy3-a7m5,A Cool Dataset - Active Businesses in City of Los Angeles on Laurel Canyon,A Cool Dataset - Active Businesses in City of Los Angeles on Laurel Canyon,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/7jy3-a7m5,2026-04-03T21:59:56.170427+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
f4qm-39q9,2015 Community-Wide Greenhouse Gas Emissions,2015 Community-Wide Greenhouse Gas Emissions,,,2020-11-30T17:10:40.000Z,,data.lacity.org,,https://data.lacity.org/d/f4qm-39q9,2026-04-03T21:59:57.093967+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
5242-pnmt,Open Budget - Appropriations Fiscal Years 2010 - 2025,Open Budget - Appropriations Fiscal Years 2010 - 2025,,,2024-06-20T21:10:22.000Z,,data.lacity.org,,https://data.lacity.org/d/5242-pnmt,2026-04-03T21:59:58.356071+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
mn54-qnrh,A Cool Dataset - Active Businesses in City of Los Angeles on Hayvenhurst,A Cool Dataset - Active Businesses in City of Los Angeles on Hayvenhurst,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/mn54-qnrh,2026-04-03T21:59:59.448026+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xjnf-jfxm,A Cool Dataset - Active Businesses in City of Los Angeles on Woodley,A Cool Dataset - Active Businesses in City of Los Angeles on Woodley,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/xjnf-jfxm,2026-04-03T22:00:00.541183+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
d7jk-ufat,Monthly Dockless Vehicles Trip Start By Census Block Group,Monthly Dockless Vehicles Trip Start By Census Block Group,,LADOT,2020-11-30T17:12:29.000Z,,data.lacity.org,,https://data.lacity.org/d/d7jk-ufat,2026-04-03T22:00:02.223133+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
u3bu-it6d,2014 Community-Wide Greenhouse Gas Emissions,2014 Community-Wide Greenhouse Gas Emissions,,,2020-11-30T17:18:15.000Z,,data.lacity.org,,https://data.lacity.org/d/u3bu-it6d,2026-04-03T22:00:03.756255+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rgf8-mtb7,Celebrating the Anniversary of Open Data in L.A.,Celebrating the Anniversary of Open Data in L.A.,,,2017-05-31T18:01:09.010Z,,data.lacity.org,,https://data.lacity.org/d/rgf8-mtb7,2026-04-03T22:00:05.356134+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
a55n-syks,#ACoolDataset - List of Active Businesses in Lake Balboa,#ACoolDataset - List of Active Businesses in Lake Balboa,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/a55n-syks,2026-04-03T22:00:06.557073+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
8qjh-sbs9,Building and Safety Customer Service Request (Closed),Building and Safety Customer Service Request (Closed),,,2023-03-28T12:15:11.000Z,,data.lacity.org,,https://data.lacity.org/d/8qjh-sbs9,2026-04-03T22:00:07.394488+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
cjqb-z3qb,A Cool Dataset - Active Businesses in City of Los Angeles on Louise,A Cool Dataset - Active Businesses in City of Los Angeles on Louise,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/cjqb-z3qb,2026-04-03T22:00:08.285583+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
r6g4-h7pc,A Cool Dataset - Total Active Businesses SUM by NAICS in City of Los Angeles Council District 02,A Cool Dataset - Total Active Businesses SUM by NAICS in City of Los Angeles Council District 02,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/r6g4-h7pc,2026-04-03T22:00:09.598416+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
7uzm-ezds,CD4-91411zip,CD4-91411zip,,LADBS,2025-01-14T19:24:32.000Z,,data.lacity.org,,https://data.lacity.org/d/7uzm-ezds,2026-04-03T22:00:11.074456+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
nqb5-fsih,Restaurants in LA,Restaurants in LA,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/nqb5-fsih,2026-04-03T22:00:12.177491+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
qqe9-2yz2,MMBs Dist 2,MMBs Dist 2,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/qqe9-2yz2,2026-04-03T22:00:13.177631+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bb9g-p6se,2016 Community-Wide Greenhouse Gas Emissions,2016 Community-Wide Greenhouse Gas Emissions,,,2020-11-30T17:08:10.000Z,,data.lacity.org,,https://data.lacity.org/d/bb9g-p6se,2026-04-03T22:00:13.927747+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
sii9-rjps,Metro Bike Share Trip Data,Metro Bike Share Trip Data,,,2020-11-30T17:19:41.000Z,,data.lacity.org,,https://data.lacity.org/d/sii9-rjps,2026-04-03T22:00:14.933948+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
b98n-dy2m,Transportation Related Emissions (2017),Transportation Related Emissions (2017),,,2020-11-30T17:14:33.000Z,,data.lacity.org,,https://data.lacity.org/d/b98n-dy2m,2026-04-03T22:00:15.820312+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
dm6x-gsac,MMBs Dist 8,MMBs Dist 8,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/dm6x-gsac,2026-04-03T22:00:18.602506+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
fw6y-ht9f,2013 Community-Wide Greenhouse Gas Emissions,2013 Community-Wide Greenhouse Gas Emissions,,,2020-11-30T17:19:36.000Z,,data.lacity.org,,https://data.lacity.org/d/fw6y-ht9f,2026-04-03T22:00:19.353653+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xzpb-qk2z,A Cool Dataset - Active Businesses in City of Los Angeles on Shoup,A Cool Dataset - Active Businesses in City of Los Angeles on Shoup,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/xzpb-qk2z,2026-04-03T22:00:21.249228+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
83ru-dv6k,cd1 & cd14 building safety permits,cd1 & cd14 building safety permits,,LADBS,2025-01-29T02:45:49.000Z,,data.lacity.org,,https://data.lacity.org/d/83ru-dv6k,2026-04-03T22:00:22.289824+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
n4hw-7ppj,"Residential Units >10, BH","Residential Units >10, BH",,LADBS,2025-01-29T02:55:14.000Z,,data.lacity.org,,https://data.lacity.org/d/n4hw-7ppj,2026-04-03T22:00:24.852622+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
b2f5-yd8z,MMBs Dist 4,MMBs Dist 4,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/b2f5-yd8z,2026-04-03T22:00:25.695881+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
